Chain,iteration,score
0,0,0.1417313814163208
0,1,0.1417313814163208
0,2,0.1417313814163208
0,3,0.1417313814163208
0,4,0.1417313814163208
0,5,5.154750347137451
0,6,6.619266986846924
0,7,7.982834339141846
0,8,6.47822380065918
0,9,6.47822380065918
0,10,5.154750347137451
0,11,5.154750347137451
0,12,2.5424442291259766
0,13,2.5424442291259766
0,14,2.5424442291259766
0,15,0.11691522598266602
0,16,0.11691522598266602
0,17,2.2670631408691406
0,18,2.2670631408691406
0,19,4.486438751220703
0,20,2.2670631408691406
0,21,2.2670631408691406
0,22,2.2670631408691406
0,23,2.2670631408691406
0,24,2.2670631408691406
0,25,2.2670631408691406
0,26,2.2670631408691406
0,27,2.2670631408691406
0,28,0.1417313814163208
0,29,0.1417313814163208
0,30,0.1417313814163208
0,31,0.1417313814163208
0,32,0.1417313814163208
0,33,0.1417313814163208
0,34,0.1417313814163208
0,35,0.1417313814163208
0,36,0.1417313814163208
0,37,0.1417313814163208
0,38,0.1417313814163208
0,39,0.1417313814163208
0,40,0.1417313814163208
0,41,0.1417313814163208
0,42,0.1417313814163208
0,43,0.1417313814163208
0,44,3.083000659942627
0,45,3.083000659942627
0,46,3.083000659942627
0,47,3.083000659942627
0,48,8.089998245239258
0,49,8.089998245239258
0,50,3.083000659942627
0,51,3.083000659942627
0,52,3.083000659942627
0,53,3.083000659942627
0,54,3.083000659942627
0,55,8.089998245239258
0,56,8.089998245239258
0,57,5.154750347137451
0,58,5.154750347137451
0,59,5.154750347137451
0,60,5.154750347137451
0,61,5.154750347137451
0,62,5.154750347137451
0,63,5.154750347137451
0,64,5.154750347137451
0,65,5.154750347137451
0,66,5.154750347137451
0,67,5.154750347137451
0,68,5.601276874542236
0,69,5.601276874542236
0,70,5.601276874542236
0,71,5.601276874542236
0,72,5.154750347137451
0,73,5.154750347137451
0,74,5.154750347137451
0,75,5.154750347137451
0,76,5.154750347137451
0,77,7.119234561920166
0,78,7.905079364776611
0,79,7.905079364776611
0,80,7.905079364776611
0,81,6.619266986846924
0,82,7.322828769683838
0,83,7.322828769683838
0,84,6.699336528778076
0,85,6.699336528778076
0,86,6.699336528778076
0,87,6.082339286804199
0,88,6.082339286804199
0,89,4.622275352478027
0,90,4.622275352478027
0,91,7.698520183563232
0,92,4.622275352478027
0,93,4.622275352478027
0,94,4.622275352478027
0,95,4.622275352478027
0,96,4.622275352478027
0,97,4.622275352478027
0,98,5.154750347137451
0,99,5.154750347137451
0,100,8.421039581298828
0,101,8.421039581298828
0,102,8.421039581298828
0,103,8.421039581298828
0,104,8.421039581298828
0,105,8.421039581298828
0,106,8.421039581298828
0,107,8.421039581298828
0,108,8.421039581298828
0,109,1.5832529067993164
0,110,1.5832529067993164
0,111,1.5832529067993164
0,112,1.5832529067993164
0,113,5.352131366729736
0,114,0.9814643859863281
0,115,0.9814643859863281
0,116,7.119234561920166
0,117,7.119234561920166
0,118,7.119234561920166
0,119,0.9814643859863281
0,120,0.9814643859863281
0,121,0.1417313814163208
0,122,0.1417313814163208
0,123,0.1417313814163208
0,124,5.154750347137451
0,125,5.154750347137451
0,126,5.154750347137451
0,127,6.47822380065918
0,128,6.47822380065918
0,129,6.47822380065918
0,130,9.351375579833984
0,131,9.351375579833984
0,132,9.351375579833984
0,133,9.351375579833984
0,134,9.351375579833984
0,135,6.47822380065918
0,136,5.154750347137451
0,137,5.154750347137451
0,138,5.154750347137451
0,139,5.154750347137451
0,140,5.154750347137451
0,141,5.154750347137451
0,142,5.154750347137451
0,143,5.154750347137451
0,144,6.47822380065918
0,145,5.154750347137451
0,146,5.154750347137451
0,147,5.154750347137451
0,148,5.154750347137451
0,149,5.154750347137451
0,150,5.154750347137451
0,151,5.154750347137451
0,152,5.154750347137451
0,153,5.154750347137451
0,154,5.154750347137451
0,155,5.154750347137451
0,156,5.154750347137451
0,157,5.154750347137451
0,158,5.154750347137451
0,159,5.154750347137451
0,160,5.154750347137451
0,161,8.089998245239258
0,162,8.089998245239258
0,163,11.179391860961914
0,164,11.179391860961914
0,165,11.179391860961914
0,166,11.179391860961914
0,167,11.179391860961914
0,168,11.179391860961914
0,169,11.179391860961914
0,170,11.179391860961914
0,171,11.179391860961914
0,172,11.179391860961914
0,173,11.179391860961914
0,174,11.179391860961914
0,175,11.179391860961914
0,176,8.089998245239258
0,177,8.089998245239258
0,178,8.089998245239258
0,179,10.018232345581055
0,180,10.018232345581055
0,181,10.018232345581055
0,182,10.018232345581055
0,183,10.018232345581055
0,184,10.018232345581055
0,185,10.018232345581055
